OID,Country_or_Area,Year,Description,Magnitude,Value
23391F..ZF...,COLOMBIA,2003,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,4.82941E+13
23391F..ZF...,COLOMBIA,2002,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,4.3585E+13
23391F..ZF...,COLOMBIA,2001,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,4.08371E+13
23391F..ZF...,COLOMBIA,2000,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3.70578E+13
23391F..ZF...,COLOMBIA,1999,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3.35877E+13
23391F..ZF...,COLOMBIA,1998,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2.85279E+13
23391F..ZF...,COLOMBIA,1997,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2.42457E+13
23391F..ZF...,COLOMBIA,1996,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1.81225E+13
23391F..ZF...,COLOMBIA,1995,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1.26223E+13
23391F..ZF...,COLOMBIA,1994,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,9.77434E+12
23391F..ZF...,COLOMBIA,1993,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,7.34499E+12
23391F..ZF...,COLOMBIA,1992,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,5.21777E+12
23391F..ZF...,COLOMBIA,1991,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3.66073E+12
23391F..ZF...,COLOMBIA,1990,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2.99235E+12
23391F..ZF...,COLOMBIA,1989,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1.5966E+12
23391F..ZF...,COLOMBIA,1988,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1.1827E+12
23391F..ZF...,COLOMBIA,1987,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,8.6838E+11
23391F..ZF...,COLOMBIA,1986,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,6.6582E+11
23391F..ZF...,COLOMBIA,1985,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,5.3126E+11
23391F..ZF...,COLOMBIA,1984,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,4.2563E+11
23391F..ZF...,COLOMBIA,1983,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3.3457E+11
23391F..ZF...,COLOMBIA,1982,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2.7277E+11
23391F..ZF...,COLOMBIA,1981,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2.0687E+11
23391F..ZF...,COLOMBIA,1980,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1.5937E+11
23391F..ZF...,COLOMBIA,1979,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1.1072E+11
23391F..ZF...,COLOMBIA,1978,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,77820000000
23391F..ZF...,COLOMBIA,1977,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,55220000000
23391F..ZF...,COLOMBIA,1976,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,43680000000
23391F..ZF...,COLOMBIA,1975,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,36180000000
23391F..ZF...,COLOMBIA,1974,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,28210000000
23391F..ZF...,COLOMBIA,1973,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,23010000000
23391F..ZF...,COLOMBIA,1972,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,18140000000
23391F..ZF...,COLOMBIA,1971,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,17100000000
23391F..ZF...,COLOMBIA,1970,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,12280000000
23391F..ZF...,COLOMBIA,1969,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,7833000000
23391F..ZF...,COLOMBIA,1968,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,6580000000
23391F..ZF...,COLOMBIA,1967,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,5717000000
23391F..ZF...,COLOMBIA,1966,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,4910000000
23391F..ZF...,COLOMBIA,1965,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3954000000
23391F..ZF...,COLOMBIA,1964,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3484000000
23391F..ZF...,COLOMBIA,1963,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,3149000000
23391F..ZF...,COLOMBIA,1962,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2356000000
23391F..ZF...,COLOMBIA,1961,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,2016000000
23391F..ZF...,COLOMBIA,1960,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1659000000
23391F..ZF...,COLOMBIA,1959,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1369000000
23391F..ZF...,COLOMBIA,1958,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1196000000
23391F..ZF...,COLOMBIA,1957,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,1021000000
23391F..ZF...,COLOMBIA,1956,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,959000000
23391F..ZF...,COLOMBIA,1955,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,937000000
23391F..ZF...,COLOMBIA,1954,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,856000000
23391F..ZF...,COLOMBIA,1953,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,724000000
23391F..ZF...,COLOMBIA,1952,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,581000000
23391F..ZF...,COLOMBIA,1951,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,520000000
23391F..ZF...,COLOMBIA,1950,GOVERNMENT CONSUMPTION EXPEND.,COLOMBIAN PESOS,433000000
63691F..ZF...,"CONGO, DEM. REP. OF",2004,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,2.15603E+11
63691F..ZF...,"CONGO, DEM. REP. OF",2003,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,1.48214E+11
63691F..ZF...,"CONGO, DEM. REP. OF",2002,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,99954400000
63691F..ZF...,"CONGO, DEM. REP. OF",2001,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,69654700000
63691F..ZF...,"CONGO, DEM. REP. OF",2000,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,22288500000
63691F..ZF...,"CONGO, DEM. REP. OF",1999,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,4594800000
63691F..ZF...,"CONGO, DEM. REP. OF",1998,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,1017500000
63691F..ZF...,"CONGO, DEM. REP. OF",1997,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,614300000
63691F..ZF...,"CONGO, DEM. REP. OF",1996,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,178900000
63691F..ZF...,"CONGO, DEM. REP. OF",1995,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,19600000
63691F..ZF...,"CONGO, DEM. REP. OF",1994,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,3000000
63691F..ZF...,"CONGO, DEM. REP. OF",1991,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,60
63691F..ZF...,"CONGO, DEM. REP. OF",1990,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1989,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1988,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1987,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1986,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1985,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1984,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1983,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0356667
63691F..ZF...,"CONGO, DEM. REP. OF",1982,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0246667
63691F..ZF...,"CONGO, DEM. REP. OF",1981,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.02
63691F..ZF...,"CONGO, DEM. REP. OF",1980,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0092
63691F..ZF...,"CONGO, DEM. REP. OF",1979,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0062
63691F..ZF...,"CONGO, DEM. REP. OF",1978,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.003
63691F..ZF...,"CONGO, DEM. REP. OF",1977,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0026
63691F..ZF...,"CONGO, DEM. REP. OF",1976,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0019
63691F..ZF...,"CONGO, DEM. REP. OF",1975,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0015
63691F..ZF...,"CONGO, DEM. REP. OF",1974,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0014
63691F..ZF...,"CONGO, DEM. REP. OF",1973,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0001
63691F..ZF...,"CONGO, DEM. REP. OF",1972,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0009
63691F..ZF...,"CONGO, DEM. REP. OF",1971,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0009
63691F..ZF...,"CONGO, DEM. REP. OF",1970,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0009
63691F..ZF...,"CONGO, DEM. REP. OF",1969,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0007
63691F..ZF...,"CONGO, DEM. REP. OF",1968,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0005
63691F..ZF...,"CONGO, DEM. REP. OF",1966,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0002
63691F..ZF...,"CONGO, DEM. REP. OF",1964,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0001
63691F..ZF...,"CONGO, DEM. REP. OF",1962,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0.0001
63691F..ZF...,"CONGO, DEM. REP. OF",1961,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,0
63691F..ZF...,"CONGO, DEM. REP. OF",1959,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,3.76667
63691F..ZF...,"CONGO, DEM. REP. OF",1958,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,3.6
63691F..ZF...,"CONGO, DEM. REP. OF",1957,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,3
63691F..ZF...,"CONGO, DEM. REP. OF",1956,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,2.8
63691F..ZF...,"CONGO, DEM. REP. OF",1955,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,2.33333
63691F..ZF...,"CONGO, DEM. REP. OF",1954,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,2.16667
63691F..ZF...,"CONGO, DEM. REP. OF",1953,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,1.93333
63691F..ZF...,"CONGO, DEM. REP. OF",1952,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,1.73333
63691F..ZF...,"CONGO, DEM. REP. OF",1951,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,1.3
63691F..ZF...,"CONGO, DEM. REP. OF",1950,GOVERNMENT CONSUMPTION EXPEND.,CONGO FRANCS,1.06667
63491F..ZF...,"CONGO, REPUBLIC OF",2008,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.525E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2007,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.825E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2006,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,3.16E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2005,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.582E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2004,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.311E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2003,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.13E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2002,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.722E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2001,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.052E+11
63491F..ZF...,"CONGO, REPUBLIC OF",2000,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.159E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1999,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.853E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1998,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.641E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1997,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.572E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1996,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.338E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1995,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.336E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1994,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,2.008E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1993,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.823E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1992,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.924E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1991,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.863E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1990,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.535E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1989,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.446E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1988,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.38722E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1987,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.42115E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1986,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.59804E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1985,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.59693E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1984,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.417E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1983,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.2E+11
63491F..ZF...,"CONGO, REPUBLIC OF",1982,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,95800000000
63491F..ZF...,"CONGO, REPUBLIC OF",1981,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,72800000000
63491F..ZF...,"CONGO, REPUBLIC OF",1980,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,63400000000
63491F..ZF...,"CONGO, REPUBLIC OF",1978,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,45500000000
63491F..ZF...,"CONGO, REPUBLIC OF",1977,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,61200000000
63491F..ZF...,"CONGO, REPUBLIC OF",1976,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,61200000000
63491F..ZF...,"CONGO, REPUBLIC OF",1975,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,54300000000
63491F..ZF...,"CONGO, REPUBLIC OF",1974,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,37800000000
63491F..ZF...,"CONGO, REPUBLIC OF",1973,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,28200000000
63491F..ZF...,"CONGO, REPUBLIC OF",1972,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,27600000000
63491F..ZF...,"CONGO, REPUBLIC OF",1971,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,22900000000
63491F..ZF...,"CONGO, REPUBLIC OF",1970,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,18100000000
63491F..ZF...,"CONGO, REPUBLIC OF",1969,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,17100000000
63491F..ZF...,"CONGO, REPUBLIC OF",1968,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,15700000000
63491F..ZF...,"CONGO, REPUBLIC OF",1967,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,14100000000
63491F..ZF...,"CONGO, REPUBLIC OF",1966,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9200000000
63491F..ZF...,"CONGO, REPUBLIC OF",1965,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,7500000000
63491F..ZF...,"CONGO, REPUBLIC OF",1964,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,7200000000
63491F..ZF...,"CONGO, REPUBLIC OF",1963,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,7000000000
63491F..ZF...,"CONGO, REPUBLIC OF",1962,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,6100000000
63491F..ZF...,"CONGO, REPUBLIC OF",1961,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,5500000000
63491F..ZF...,"CONGO, REPUBLIC OF",1960,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,5300000000
63491F..ZF...,"CONGO, REPUBLIC OF",1955,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,4500000000
23891F..ZF...,COSTA RICA,2008,GOVERNMENT CONSUMPTION EXPEND.,COLONES,2.15062E+12
23891F..ZF...,COSTA RICA,2007,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.81028E+12
23891F..ZF...,COSTA RICA,2006,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.55907E+12
23891F..ZF...,COSTA RICA,2005,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.31636E+12
23891F..ZF...,COSTA RICA,2004,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.1504E+12
23891F..ZF...,COSTA RICA,2003,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.01117E+12
23891F..ZF...,COSTA RICA,2002,GOVERNMENT CONSUMPTION EXPEND.,COLONES,8.98116E+11
23891F..ZF...,COSTA RICA,2001,GOVERNMENT CONSUMPTION EXPEND.,COLONES,7.72575E+11
23891F..ZF...,COSTA RICA,2000,GOVERNMENT CONSUMPTION EXPEND.,COLONES,6.52654E+11
23891F..ZF...,COSTA RICA,1999,GOVERNMENT CONSUMPTION EXPEND.,COLONES,5.65207E+11
23891F..ZF...,COSTA RICA,1998,GOVERNMENT CONSUMPTION EXPEND.,COLONES,4.69886E+11
23891F..ZF...,COSTA RICA,1997,GOVERNMENT CONSUMPTION EXPEND.,COLONES,3.90087E+11
23891F..ZF...,COSTA RICA,1996,GOVERNMENT CONSUMPTION EXPEND.,COLONES,3.30455E+11
23891F..ZF...,COSTA RICA,1995,GOVERNMENT CONSUMPTION EXPEND.,COLONES,2.84636E+11
23891F..ZF...,COSTA RICA,1994,GOVERNMENT CONSUMPTION EXPEND.,COLONES,2.28887E+11
23891F..ZF...,COSTA RICA,1993,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.80214E+11
23891F..ZF...,COSTA RICA,1992,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.43472E+11
23891F..ZF...,COSTA RICA,1991,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1.17174E+11
23891F..ZF...,COSTA RICA,1990,GOVERNMENT CONSUMPTION EXPEND.,COLONES,94948000000
23891F..ZF...,COSTA RICA,1989,GOVERNMENT CONSUMPTION EXPEND.,COLONES,72283000000
23891F..ZF...,COSTA RICA,1988,GOVERNMENT CONSUMPTION EXPEND.,COLONES,54630000000
23891F..ZF...,COSTA RICA,1987,GOVERNMENT CONSUMPTION EXPEND.,COLONES,42652000000
23891F..ZF...,COSTA RICA,1986,GOVERNMENT CONSUMPTION EXPEND.,COLONES,37951000000
23891F..ZF...,COSTA RICA,1985,GOVERNMENT CONSUMPTION EXPEND.,COLONES,31175000000
23891F..ZF...,COSTA RICA,1984,GOVERNMENT CONSUMPTION EXPEND.,COLONES,25503000000
23891F..ZF...,COSTA RICA,1983,GOVERNMENT CONSUMPTION EXPEND.,COLONES,19527000000
23891F..ZF...,COSTA RICA,1982,GOVERNMENT CONSUMPTION EXPEND.,COLONES,14192000000
23891F..ZF...,COSTA RICA,1981,GOVERNMENT CONSUMPTION EXPEND.,COLONES,8987000000
23891F..ZF...,COSTA RICA,1980,GOVERNMENT CONSUMPTION EXPEND.,COLONES,7544000000
23891F..ZF...,COSTA RICA,1979,GOVERNMENT CONSUMPTION EXPEND.,COLONES,6243000000
23891F..ZF...,COSTA RICA,1978,GOVERNMENT CONSUMPTION EXPEND.,COLONES,5068600000
23891F..ZF...,COSTA RICA,1977,GOVERNMENT CONSUMPTION EXPEND.,COLONES,4208100000
23891F..ZF...,COSTA RICA,1976,GOVERNMENT CONSUMPTION EXPEND.,COLONES,3306400000
23891F..ZF...,COSTA RICA,1975,GOVERNMENT CONSUMPTION EXPEND.,COLONES,2557900000
23891F..ZF...,COSTA RICA,1974,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1889000000
23891F..ZF...,COSTA RICA,1973,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1417100000
23891F..ZF...,COSTA RICA,1972,GOVERNMENT CONSUMPTION EXPEND.,COLONES,1182000000
23891F..ZF...,COSTA RICA,1971,GOVERNMENT CONSUMPTION EXPEND.,COLONES,990000000
23891F..ZF...,COSTA RICA,1970,GOVERNMENT CONSUMPTION EXPEND.,COLONES,819800000
23891F..ZF...,COSTA RICA,1969,GOVERNMENT CONSUMPTION EXPEND.,COLONES,705700000
23891F..ZF...,COSTA RICA,1968,GOVERNMENT CONSUMPTION EXPEND.,COLONES,636000000
23891F..ZF...,COSTA RICA,1967,GOVERNMENT CONSUMPTION EXPEND.,COLONES,585500000
23891F..ZF...,COSTA RICA,1966,GOVERNMENT CONSUMPTION EXPEND.,COLONES,536900000
23891F..ZF...,COSTA RICA,1965,GOVERNMENT CONSUMPTION EXPEND.,COLONES,494800000
23891F..ZF...,COSTA RICA,1964,GOVERNMENT CONSUMPTION EXPEND.,COLONES,457000000
23891F..ZF...,COSTA RICA,1963,GOVERNMENT CONSUMPTION EXPEND.,COLONES,412900000
23891F..ZF...,COSTA RICA,1962,GOVERNMENT CONSUMPTION EXPEND.,COLONES,365600000
23891F..ZF...,COSTA RICA,1961,GOVERNMENT CONSUMPTION EXPEND.,COLONES,340400000
23891F..ZF...,COSTA RICA,1960,GOVERNMENT CONSUMPTION EXPEND.,COLONES,296100000
23891F..ZF...,COSTA RICA,1959,GOVERNMENT CONSUMPTION EXPEND.,COLONES,286100000
23891F..ZF...,COSTA RICA,1958,GOVERNMENT CONSUMPTION EXPEND.,COLONES,254800000
23891F..ZF...,COSTA RICA,1957,GOVERNMENT CONSUMPTION EXPEND.,COLONES,234300000
23891F..ZF...,COSTA RICA,1956,GOVERNMENT CONSUMPTION EXPEND.,COLONES,230100000
23891F..ZF...,COSTA RICA,1955,GOVERNMENT CONSUMPTION EXPEND.,COLONES,206400000
23891F..ZF...,COSTA RICA,1954,GOVERNMENT CONSUMPTION EXPEND.,COLONES,177200000
23891F..ZF...,COSTA RICA,1953,GOVERNMENT CONSUMPTION EXPEND.,COLONES,139700000
23891F..ZF...,COSTA RICA,1952,GOVERNMENT CONSUMPTION EXPEND.,COLONES,133900000
23891F..ZF...,COSTA RICA,1951,GOVERNMENT CONSUMPTION EXPEND.,COLONES,114200000
23891F..ZF...,COSTA RICA,1950,GOVERNMENT CONSUMPTION EXPEND.,COLONES,98600000
66291F..ZF...,COTE D IVOIRE,2007,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.4624E+12
66291F..ZF...,COTE D IVOIRE,2006,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.3626E+12
66291F..ZF...,COTE D IVOIRE,2005,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.2795E+12
66291F..ZF...,COTE D IVOIRE,2004,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.08524E+12
66291F..ZF...,COTE D IVOIRE,2003,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.034E+12
66291F..ZF...,COTE D IVOIRE,2002,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,9.79486E+11
66291F..ZF...,COTE D IVOIRE,2001,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.1005E+12
66291F..ZF...,COTE D IVOIRE,2000,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.05E+12
66291F..ZF...,COTE D IVOIRE,1999,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.15E+12
66291F..ZF...,COTE D IVOIRE,1998,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,1.132E+12
66291F..ZF...,COTE D IVOIRE,1997,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,7.132E+11
66291F..ZF...,COTE D IVOIRE,1996,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,7.144E+11
66291F..ZF...,COTE D IVOIRE,1995,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,5.94E+11
66291F..ZF...,COTE D IVOIRE,1994,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,5.55E+11
66291F..ZF...,COTE D IVOIRE,1993,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,4.84E+11
66291F..ZF...,COTE D IVOIRE,1992,GOVERNMENT CONSUMPTION EXPEND.,CFA FRANCS,4.732E+11
